Outlet_ID,cluster_id
OUT_00211,0
OUT_00212,0
OUT_00213,0
OUT_00214,0
OUT_00215,0
OUT_00216,0
OUT_00217,0
OUT_00218,0
OUT_00219,0
OUT_00220,0
OUT_00221,0
OUT_00222,0
OUT_00223,0
OUT_00224,0
OUT_00225,0
OUT_00226,0
OUT_00227,0
OUT_00228,0
OUT_00229,0
OUT_00230,0
OUT_00231,0
OUT_00232,0
OUT_00233,0
OUT_00234,0
OUT_00235,0
OUT_00236,0
OUT_00237,0
OUT_00238,0
OUT_00239,0
OUT_00240,0
OUT_00241,0
OUT_00242,0
OUT_00243,0
OUT_00244,0
OUT_00245,0
OUT_00246,0
OUT_00247,0
OUT_00248,0
OUT_00249,0
OUT_00250,0
OUT_00251,0
OUT_00252,0
OUT_00253,0
OUT_00254,0
OUT_00255,0
OUT_00256,0
OUT_00257,0
OUT_00258,0
OUT_00259,0
OUT_00260,0
OUT_00261,0
OUT_00262,0
OUT_00263,0
OUT_00264,0
OUT_00265,0
OUT_00266,0
OUT_00267,0
OUT_00268,0
OUT_00269,0
OUT_00270,0
OUT_00271,0
OUT_00272,0
OUT_00273,0
OUT_00274,0
OUT_00275,0
OUT_00276,0
OUT_00277,0
OUT_00278,0
OUT_00279,0
OUT_00280,0
OUT_00281,0
OUT_00282,0
OUT_00283,0
OUT_00284,0
OUT_00285,0
OUT_00286,0
OUT_00287,0
OUT_00288,0
OUT_00289,0
OUT_00290,0
OUT_00291,0
OUT_00292,0
OUT_00293,0
OUT_00294,0
OUT_00295,0
OUT_00296,0
OUT_00297,0
OUT_00298,0
OUT_00299,0
OUT_00300,0
OUT_00301,0
OUT_00302,0
OUT_00303,0
OUT_00304,0
OUT_00305,0
OUT_00306,0
OUT_00307,0
OUT_00308,0
OUT_00309,0
OUT_00310,0
OUT_00311,0
OUT_00312,0
OUT_00313,0
OUT_00314,0
OUT_00315,0
OUT_00316,0
OUT_00317,0
OUT_00318,0
OUT_00319,0
OUT_00320,0
OUT_00321,0
OUT_00322,0
OUT_00323,0
OUT_00324,0
OUT_00325,0
OUT_00326,0
OUT_00327,0
OUT_00328,0
OUT_00329,0
OUT_00330,0
OUT_00331,0
OUT_00332,0
OUT_00333,0
OUT_00334,0
OUT_00335,0
OUT_00336,0
OUT_00337,0
OUT_00338,0
OUT_00339,0
OUT_00340,0
OUT_00341,0
OUT_00342,0
OUT_00343,0
OUT_00344,0
OUT_00345,0
OUT_00346,0
OUT_00347,0
OUT_00348,0
OUT_00349,0
OUT_00350,0
OUT_00351,0
OUT_00352,0
OUT_00353,0
OUT_00354,0
OUT_00355,0
OUT_00356,0
OUT_00357,0
OUT_00358,0
OUT_00359,0
OUT_00360,0
OUT_00361,0
OUT_00362,0
OUT_00363,0
OUT_00364,0
OUT_00365,0
OUT_00366,0
OUT_00367,0
OUT_00368,0
OUT_00369,0
OUT_00370,0
OUT_00371,0
OUT_00372,0
OUT_00373,0
OUT_00374,0
OUT_00375,0
OUT_00376,0
OUT_00377,0
OUT_00378,0
OUT_00379,0
OUT_00380,0
OUT_00381,0
OUT_00382,0
OUT_00383,0
OUT_00384,0
OUT_00385,0
OUT_00386,0
OUT_00387,0
OUT_00388,0
OUT_00389,0
OUT_00390,0
OUT_00391,0
OUT_00392,0
OUT_00393,0
OUT_00394,0
OUT_00395,0
OUT_00396,0
OUT_00397,0
OUT_00398,0
OUT_00399,0
OUT_00400,0
OUT_00401,1
OUT_00402,0
OUT_00403,1
OUT_00404,1
OUT_00405,1
OUT_00406,1
OUT_00407,1
OUT_00408,1
OUT_00409,1
OUT_00410,1
OUT_00411,1
OUT_00412,1
OUT_00413,0
OUT_00414,1
OUT_00415,1
OUT_00416,1
OUT_00417,0
OUT_00418,1
OUT_00419,1
OUT_00420,1
OUT_00421,1
OUT_00422,1
OUT_00423,0
OUT_00424,0
OUT_00425,1
OUT_00426,1
OUT_00427,1
OUT_00428,0
OUT_00429,1
OUT_00430,1
OUT_00431,1
OUT_00432,0
OUT_00433,1
OUT_00434,0
OUT_00435,1
OUT_00436,1
OUT_00437,1
OUT_00438,1
OUT_00439,1
OUT_00440,1
OUT_00441,1
OUT_00442,1
OUT_00443,1
OUT_00444,1
OUT_00445,0
OUT_00446,1
OUT_00447,1
OUT_00448,1
OUT_00449,0
OUT_00450,0
OUT_00451,1
OUT_00452,1
OUT_00453,1
OUT_00454,1
OUT_00455,0
OUT_00456,1
OUT_00457,0
OUT_00458,1
OUT_00459,1
OUT_00460,1
OUT_00461,1
OUT_00462,1
OUT_00463,0
OUT_00464,1
OUT_00465,1
OUT_00466,0
OUT_00467,1
OUT_00468,0
OUT_00469,1
OUT_00470,1
OUT_00471,1
OUT_00472,1
OUT_00473,1
OUT_00474,1
OUT_00475,1
OUT_00476,1
OUT_00477,1
OUT_00478,1
OUT_00479,1
OUT_00480,1
OUT_00481,1
OUT_00482,1
OUT_00483,1
OUT_00484,1
OUT_00485,1
OUT_00486,1
OUT_00487,1
OUT_00488,1
OUT_00489,1
OUT_00490,1
OUT_00491,1
OUT_00492,0
OUT_00493,1
OUT_00494,1
OUT_00495,1
OUT_00496,1
OUT_00497,1
OUT_00498,1
OUT_00499,1
OUT_00500,1
OUT_00501,1
OUT_00502,1
OUT_00503,0
OUT_00504,1
OUT_00505,1
OUT_00506,0
OUT_00507,0
OUT_00508,1
OUT_00509,1
OUT_00510,1
OUT_00511,1
OUT_00512,1
OUT_00513,1
OUT_00514,1
OUT_00515,0
OUT_00516,1
OUT_00517,1
OUT_00518,1
OUT_00519,1
OUT_00520,1
OUT_00521,1
OUT_00522,1
OUT_00523,1
OUT_00524,1
OUT_00525,0
OUT_00526,1
OUT_00527,1
OUT_00528,1
OUT_00529,1
OUT_00530,0
OUT_00531,1
OUT_00532,1
OUT_00533,1
OUT_00534,0
OUT_00535,1
OUT_00536,1
OUT_00537,1
OUT_00538,1
OUT_00539,0
OUT_00540,1
OUT_00541,1
OUT_00542,1
OUT_00543,1
OUT_00544,1
OUT_00545,1
OUT_00546,1
OUT_00547,1
OUT_00548,1
OUT_00549,1
OUT_00550,1
OUT_00551,0
OUT_00552,1
OUT_00553,1
OUT_00554,1
OUT_00555,1
OUT_00556,1
OUT_00557,1
OUT_00558,1
OUT_00559,1
OUT_00560,1
OUT_00561,1
OUT_00562,1
OUT_00563,1
OUT_00564,1
OUT_00565,1
OUT_00566,1
OUT_00567,0
OUT_00568,0
OUT_00569,1
OUT_00570,0
OUT_00571,1
OUT_00572,1
OUT_00573,0
OUT_00574,1
OUT_00575,1
OUT_00576,1
OUT_00577,0
OUT_00578,1
OUT_00579,0
OUT_00580,0
OUT_00581,0
OUT_00582,1
OUT_00583,1
OUT_00584,1
OUT_00585,1
OUT_00586,1
OUT_00587,1
OUT_00588,1
OUT_00589,0
OUT_00590,1
OUT_00591,0
OUT_00592,1
OUT_00593,1
OUT_00594,1
OUT_00595,1
OUT_00596,1
OUT_00597,1
OUT_00598,1
OUT_00599,1
OUT_00600,0
OUT_00601,1
OUT_00602,1
OUT_00603,0
OUT_00604,1
OUT_00605,1
OUT_00606,0
OUT_00607,0
OUT_00608,1
OUT_00609,1
OUT_00610,0
OUT_00611,1
OUT_00612,1
OUT_00613,1
OUT_00614,0
OUT_00615,1
OUT_00616,1
OUT_00617,1
OUT_00618,1
OUT_00619,0
OUT_00620,1
OUT_00621,1
OUT_00622,1
OUT_00623,1
OUT_00624,1
OUT_00625,1
OUT_00626,0
OUT_00627,1
OUT_00628,1
OUT_00629,1
OUT_00630,1
OUT_00631,1
OUT_00632,1
OUT_00633,0
OUT_00634,1
OUT_00635,1
OUT_00636,1
OUT_00637,1
OUT_00638,1
OUT_00639,0
OUT_00640,1
OUT_00641,1
OUT_00642,1
OUT_00643,1
OUT_00644,1
OUT_00645,1
OUT_00646,1
OUT_00647,1
OUT_00648,1
OUT_00649,0
OUT_00650,1
OUT_00651,1
OUT_00652,1
OUT_00653,1
OUT_00654,1
OUT_00655,1
OUT_00656,1
OUT_00657,1
OUT_00658,1
OUT_00659,1
OUT_00660,0
OUT_00661,1
OUT_00662,1
OUT_00663,1
OUT_00664,1
OUT_00665,1
OUT_00666,0
OUT_00667,1
OUT_00668,1
OUT_00669,1
OUT_00670,1
OUT_00671,1
OUT_00672,1
OUT_00673,1
OUT_00674,0
OUT_00675,1
OUT_00676,1
OUT_00677,1
OUT_00678,1
OUT_00679,1
OUT_00680,1
OUT_00681,1
OUT_00682,1
OUT_00683,1
OUT_00684,0
OUT_00685,1
OUT_00686,0
OUT_00687,0
OUT_00688,1
OUT_00689,0
OUT_00690,1
OUT_00691,0
OUT_00692,1
OUT_00693,1
OUT_00694,0
OUT_00695,1
OUT_00696,1
OUT_00697,1
OUT_00698,0
OUT_00699,0
OUT_00700,1
OUT_00701,1
OUT_00702,1
OUT_00703,1
OUT_00704,1
OUT_00705,1
OUT_00706,1
OUT_00707,1
OUT_00708,1
OUT_00709,1
OUT_00710,1
OUT_00711,1
OUT_00712,0
OUT_00713,1
OUT_00714,1
OUT_00715,1
OUT_00716,1
OUT_00717,0
OUT_00718,1
OUT_00719,1
OUT_00720,0
OUT_00721,1
OUT_00722,1
OUT_00723,1
OUT_00724,1
OUT_00725,1
OUT_00726,0
OUT_00727,1
OUT_00728,0
OUT_00729,1
OUT_00730,1
OUT_00731,0
OUT_00732,1
OUT_00733,1
OUT_00734,0
OUT_00735,1
OUT_00736,0
OUT_00737,0
OUT_00738,1
OUT_00739,1
OUT_00740,1
OUT_00741,1
OUT_00742,0
OUT_00743,1
OUT_00744,1
OUT_00745,1
OUT_00746,0
OUT_00747,1
OUT_00748,1
OUT_00749,1
OUT_00750,1
OUT_00751,1
OUT_00752,1
OUT_00753,0
OUT_00754,1
OUT_00755,0
OUT_00756,1
OUT_00757,1
OUT_00758,1
OUT_00759,1
OUT_00760,1
OUT_00761,1
OUT_00762,1
OUT_00763,1
OUT_00764,1
OUT_00765,1
OUT_00766,1
OUT_00767,1
OUT_00768,1
OUT_00769,1
OUT_00770,1
OUT_00771,1
OUT_00772,1
OUT_00773,0
OUT_00774,1
OUT_00775,1
OUT_00776,1
OUT_00777,1
OUT_00778,0
OUT_00779,1
OUT_00780,1
OUT_00781,1
OUT_00782,1
OUT_00783,1
OUT_00784,1
OUT_00785,1
OUT_00786,1
OUT_00787,1
OUT_00788,1
OUT_00789,0
OUT_00790,1
OUT_00791,0
OUT_00792,0
OUT_00793,1
OUT_00794,1
OUT_00795,0
OUT_00796,1
OUT_00797,1
OUT_00798,1
OUT_00799,0
OUT_00800,0
OUT_00801,1
OUT_00802,1
OUT_00803,1
OUT_00804,1
OUT_00805,1
OUT_00806,1
OUT_00807,1
OUT_00808,1
OUT_00809,1
OUT_00810,1
OUT_00811,1
OUT_00812,1
OUT_00813,1
OUT_00814,1
OUT_00815,0
OUT_00816,1
OUT_00817,1
OUT_00818,1
OUT_00819,1
OUT_00820,1
OUT_00821,1
OUT_00822,1
OUT_00823,0
OUT_00824,1
OUT_00825,1
OUT_00826,1
OUT_00827,1
OUT_00828,1
OUT_00829,1
OUT_00830,1
OUT_00831,1
OUT_00832,1
OUT_00833,1
OUT_00834,1
OUT_00835,1
OUT_00836,1
OUT_00837,0
OUT_00838,1
OUT_00839,1
OUT_00840,0
OUT_00841,1
OUT_00842,1
OUT_00843,1
OUT_00844,1
OUT_00845,1
OUT_00846,1
OUT_00847,1
OUT_00848,1
OUT_00849,1
OUT_00850,1
OUT_00851,1
OUT_00852,1
OUT_00853,0
OUT_00854,1
OUT_00855,1
OUT_00856,0
OUT_00857,0
OUT_00858,1
OUT_00859,1
OUT_00860,1
OUT_00861,1
OUT_00862,1
OUT_00863,1
OUT_00864,1
OUT_00865,1
OUT_00866,1
OUT_00867,1
OUT_00868,1
OUT_00869,1
OUT_00870,1
OUT_00871,0
OUT_00872,1
OUT_00873,0
OUT_00874,1
OUT_00875,1
OUT_00876,1
OUT_00877,0
OUT_00878,1
OUT_00879,1
OUT_00880,1
OUT_00881,0
OUT_00882,1
OUT_00883,1
OUT_00884,1
OUT_00885,1
OUT_00886,0
OUT_00887,1
OUT_00888,1
OUT_00889,1
OUT_00890,1
OUT_00891,1
OUT_00892,1
OUT_00893,1
OUT_00894,1
OUT_00895,1
OUT_00896,1
OUT_00897,1
OUT_00898,1
OUT_00899,1
OUT_00900,1
OUT_00901,1
OUT_00902,1
OUT_00903,0
OUT_00904,1
OUT_00905,1
OUT_00906,0
OUT_00907,1
OUT_00908,1
OUT_00909,1
OUT_00910,1
OUT_00911,1
OUT_00912,0
OUT_00913,1
OUT_00914,1
OUT_00915,1
OUT_00916,1
OUT_00917,1
OUT_00918,0
OUT_00919,1
OUT_00920,1
OUT_00921,1
OUT_00922,1
OUT_00923,0
OUT_00924,1
OUT_00925,1
OUT_00926,1
OUT_00927,1
OUT_00928,1
OUT_00929,1
OUT_00930,1
OUT_00931,1
OUT_00932,1
OUT_00933,0
OUT_00934,0
OUT_00935,1
OUT_00936,1
OUT_00937,0
OUT_00938,1
OUT_00939,1
OUT_00940,1
OUT_00941,1
OUT_00942,1
OUT_00943,0
OUT_00944,1
OUT_00945,1
OUT_00946,1
OUT_00947,1
OUT_00948,1
OUT_00949,1
OUT_00950,1
OUT_00951,1
OUT_00952,0
OUT_00953,1
OUT_00954,0
OUT_00955,1
OUT_00956,1
OUT_00957,1
OUT_00958,1
OUT_00959,1
OUT_00960,0
OUT_00961,1
OUT_00962,1
OUT_00963,1
OUT_00964,1
OUT_00965,0
OUT_00966,1
OUT_00967,1
OUT_00968,1
OUT_00969,1
OUT_00970,1
OUT_00971,1
OUT_00972,1
OUT_00973,0
OUT_00974,1
OUT_00975,1
OUT_00976,1
OUT_00977,1
OUT_00978,1
OUT_00979,1
OUT_00980,1
OUT_00981,1
OUT_00982,1
OUT_00983,1
OUT_00984,1
OUT_00985,1
OUT_00986,0
OUT_00987,1
OUT_00988,1
OUT_00989,1
OUT_00990,0
OUT_00991,1
OUT_00992,1
OUT_00993,1
OUT_00994,0
OUT_00995,0
OUT_00996,0
OUT_00997,1
OUT_00998,1
OUT_00999,1
OUT_01000,1
OUT_01001,1
OUT_01002,1
OUT_01003,1
OUT_01004,1
OUT_01005,1
OUT_01006,0
OUT_01007,1
OUT_01008,1
OUT_01009,1
OUT_01010,1
OUT_01011,1
OUT_01012,1
OUT_01013,1
OUT_01014,1
OUT_01015,1
OUT_01016,1
OUT_01017,1
OUT_01018,0
OUT_01019,1
OUT_01020,1
OUT_01021,1
OUT_01022,1
OUT_01023,0
OUT_01024,1
OUT_01025,1
OUT_01026,1
OUT_01027,1
OUT_01028,1
OUT_01029,1
OUT_01030,1
OUT_01031,1
OUT_01032,0
OUT_01033,1
OUT_01034,1
OUT_01035,1
OUT_01036,0
OUT_01037,1
OUT_01038,1
OUT_01039,1
OUT_01040,1
OUT_01041,1
OUT_01042,1
OUT_01043,1
OUT_01044,0
OUT_01045,1
OUT_01046,1
OUT_01047,1
OUT_01048,1
OUT_01049,1
OUT_01050,1
OUT_01051,1
OUT_01052,1
OUT_01053,1
OUT_01054,1
OUT_01055,1
OUT_01056,1
OUT_01057,1
OUT_01058,1
OUT_01059,1
OUT_01060,1
OUT_01061,0
OUT_01062,1
OUT_01063,1
OUT_01064,1
OUT_01065,1
OUT_01066,1
OUT_01067,1
OUT_01068,1
OUT_01069,1
OUT_01070,1
OUT_01071,1
OUT_01072,1
OUT_01073,0
OUT_01074,1
OUT_01075,1
OUT_01076,1
OUT_01077,1
OUT_01078,1
OUT_01079,0
OUT_01080,1
OUT_01081,1
OUT_01082,1
OUT_01083,1
OUT_01084,1
OUT_01085,0
OUT_01086,1
OUT_01087,1
OUT_01088,1
OUT_01089,1
OUT_01090,0
OUT_01091,1
OUT_01092,1
OUT_01093,1
OUT_01094,1
OUT_01095,1
OUT_01096,1
OUT_01097,1
OUT_01098,1
OUT_01099,0
OUT_01100,0
OUT_01101,1
OUT_01102,1
OUT_01103,1
OUT_01104,1
OUT_01105,0
OUT_01106,1
OUT_01107,0
OUT_01108,0
OUT_01109,1
OUT_01110,1
OUT_01111,1
OUT_01112,1
OUT_01113,1
OUT_01114,1
OUT_01115,1
OUT_01116,1
OUT_01117,1
OUT_01118,1
OUT_01119,1
OUT_01120,1
OUT_01121,1
OUT_01122,1
OUT_01123,1
OUT_01124,0
OUT_01125,1
OUT_01126,1
OUT_01127,1
OUT_01128,1
OUT_01129,1
OUT_01130,0
OUT_01131,1
OUT_01132,1
OUT_01133,0
OUT_01134,0
OUT_01135,0
OUT_01136,1
OUT_01137,1
OUT_01138,1
OUT_01139,1
OUT_01140,1
OUT_01141,1
OUT_01142,1
OUT_01143,1
OUT_01144,1
OUT_01145,1
OUT_01146,0
OUT_01147,1
OUT_01148,1
OUT_01149,1
OUT_01150,1
OUT_01151,1
OUT_01152,0
OUT_01153,0
OUT_01154,1
OUT_01155,1
OUT_01156,1
OUT_01157,1
OUT_01158,1
OUT_01159,1
OUT_01160,1
OUT_01161,1
OUT_01162,1
OUT_01163,1
OUT_01164,0
OUT_01165,1
OUT_01166,1
OUT_01167,1
OUT_01168,1
OUT_01169,1
OUT_01170,1
OUT_01171,1
OUT_01172,1
OUT_01173,1
OUT_01174,1
OUT_01175,0
OUT_01176,1
OUT_01177,1
OUT_01178,0
OUT_01179,1
OUT_01180,1
OUT_01181,1
OUT_01182,1
OUT_01183,1
OUT_01184,1
OUT_01185,1
OUT_01186,1
OUT_01187,1
OUT_01188,1
OUT_01189,1
OUT_01190,1
OUT_01191,1
OUT_01192,1
OUT_01193,1
OUT_01194,1
OUT_01195,1
OUT_01196,1
OUT_01197,0
OUT_01198,1
OUT_01199,1
OUT_01200,1
OUT_01201,1
OUT_01202,1
OUT_01203,0
OUT_01204,1
OUT_01205,1
OUT_01206,1
OUT_01207,0
OUT_01208,1
OUT_01209,1
OUT_01210,1
OUT_01211,1
OUT_01212,0
OUT_01213,1
OUT_01214,0
OUT_01215,0
OUT_01216,1
OUT_01217,0
OUT_01218,1
OUT_01219,1
OUT_01220,1
OUT_01221,0
OUT_01222,1
OUT_01223,1
OUT_01224,1
OUT_01225,1
OUT_01226,1
OUT_01227,1
OUT_01228,1
OUT_01229,1
OUT_01230,1
OUT_01231,1
OUT_01232,1
OUT_01233,1
OUT_01234,1
OUT_01235,1
OUT_01236,0
OUT_01237,1
OUT_01238,1
OUT_01239,0
OUT_01240,1
OUT_01241,0
OUT_01242,1
OUT_01243,1
OUT_01244,1
OUT_01245,1
OUT_01246,0
OUT_01247,1
OUT_01248,1
OUT_01249,1
OUT_01250,1
OUT_01251,1
OUT_01252,1
OUT_01253,0
OUT_01254,1
OUT_01255,1
OUT_01256,1
OUT_01257,1
OUT_01258,1
OUT_01259,1
OUT_01260,1
OUT_01261,1
OUT_01262,0
OUT_01263,0
OUT_01264,1
OUT_01265,1
OUT_01266,1
OUT_01267,0
OUT_01268,1
OUT_01269,1
OUT_01270,0
OUT_01271,1
OUT_01272,1
OUT_01273,0
OUT_01274,1
OUT_01275,1
OUT_01276,1
OUT_01277,1
OUT_01278,1
OUT_01279,1
OUT_01280,1
OUT_01281,1
OUT_01282,1
OUT_01283,1
OUT_01284,1
OUT_01285,1
OUT_01286,1
OUT_01287,0
OUT_01288,0
OUT_01289,1
OUT_01290,1
OUT_01291,0
OUT_01292,0
OUT_01293,1
OUT_01294,1
OUT_01295,1
OUT_01296,1
OUT_01297,1
OUT_01298,1
OUT_01299,0
OUT_01300,1
OUT_01301,1
OUT_01302,1
OUT_01303,1
OUT_01304,0
OUT_01305,1
OUT_01306,1
OUT_01307,1
OUT_01308,1
OUT_01309,1
OUT_01310,1
OUT_01311,1
OUT_01312,1
OUT_01313,1
OUT_01314,1
OUT_01315,1
OUT_01316,0
OUT_01317,1
OUT_01318,1
OUT_01319,1
OUT_01320,1
OUT_01321,1
OUT_01322,1
OUT_01323,1
OUT_01324,1
OUT_01325,1
OUT_01326,1
OUT_01327,1
OUT_01328,1
OUT_01329,1
OUT_01330,1
OUT_01331,0
OUT_01332,1
OUT_01333,1
OUT_01334,1
OUT_01335,1
OUT_01336,1
OUT_01337,1
OUT_01338,0
OUT_01339,1
OUT_01340,1
OUT_01341,1
OUT_01342,1
OUT_01343,1
OUT_01344,1
OUT_01345,1
OUT_01346,1
OUT_01347,1
OUT_01348,1
OUT_01349,1
OUT_01350,1
OUT_01351,1
OUT_01352,0
OUT_01353,1
OUT_01354,1
OUT_01355,0
OUT_01356,1
OUT_01357,1
OUT_01358,1
OUT_01359,1
OUT_01360,1
OUT_01361,1
OUT_01362,0
OUT_01363,1
OUT_01364,1
OUT_01365,1
OUT_01366,1
OUT_01367,1
OUT_01368,1
OUT_01369,0
OUT_01370,1
OUT_01371,1
OUT_01372,1
OUT_01373,1
OUT_01374,1
OUT_01375,0
OUT_01376,0
OUT_01377,1
OUT_01378,1
OUT_01379,1
OUT_01380,1
OUT_01381,1
OUT_01382,0
OUT_01383,1
OUT_01384,1
OUT_01385,1
OUT_01386,1
OUT_01387,1
OUT_01388,1
OUT_01389,0
OUT_01390,1
OUT_01391,0
OUT_01392,1
OUT_01393,1
OUT_01394,1
OUT_01395,1
OUT_01396,0
OUT_01397,1
OUT_01398,1
OUT_01399,1
OUT_01400,0
OUT_01401,1
OUT_01402,1
OUT_01403,1
OUT_01404,1
OUT_01405,1
OUT_01406,1
OUT_01407,1
OUT_01408,1
OUT_01409,0
OUT_01410,0
OUT_01411,0
OUT_01412,1
OUT_01413,1
OUT_01414,1
OUT_01415,1
OUT_01416,1
OUT_01417,1
OUT_01418,1
OUT_01419,1
OUT_01420,0
OUT_01421,1
OUT_01422,1
OUT_01423,1
OUT_01424,1
OUT_01425,1
OUT_01426,1
OUT_01427,1
OUT_01428,1
OUT_01429,1
OUT_01430,1
OUT_01431,1
OUT_01432,1
OUT_01433,1
OUT_01434,1
OUT_01435,1
OUT_01436,1
OUT_01437,0
OUT_01438,1
OUT_01439,1
OUT_01440,0
OUT_01441,1
OUT_01442,1
OUT_01443,1
OUT_01444,1
OUT_01445,1
OUT_01446,1
OUT_01447,0
OUT_01448,1
OUT_01449,1
OUT_01450,1
OUT_01451,1
OUT_01452,1
OUT_01453,0
OUT_01454,1
OUT_01455,1
OUT_01456,1
OUT_01457,1
OUT_01458,1
OUT_01459,1
OUT_01460,1
OUT_01461,0
OUT_01462,1
OUT_01463,1
OUT_01464,1
OUT_01465,1
OUT_01466,1
OUT_01467,1
OUT_01468,1
OUT_01469,1
OUT_01470,1
OUT_01471,0
OUT_01472,0
OUT_01473,0
OUT_01474,1
OUT_01475,1
OUT_01476,1
OUT_01477,1
OUT_01478,1
OUT_01479,1
OUT_01480,1
OUT_01481,0
OUT_01482,1
OUT_01483,1
OUT_01484,1
OUT_01485,0
OUT_01486,1
OUT_01487,1
OUT_01488,1
OUT_01489,1
OUT_01490,1
OUT_01491,1
OUT_01492,1
OUT_01493,1
OUT_01494,1
OUT_01495,1
OUT_01496,1
OUT_01497,1
OUT_01498,1
OUT_01499,1
OUT_01500,0
OUT_01501,1
OUT_01502,1
OUT_01503,0
OUT_01504,1
OUT_01505,0
OUT_01506,0
OUT_01507,0
OUT_01508,1
OUT_01509,1
OUT_01510,1
OUT_01511,1
OUT_01512,1
OUT_01513,1
OUT_01514,0
OUT_01515,1
OUT_01516,1
OUT_01517,1
OUT_01518,1
OUT_01519,1
OUT_01520,0
OUT_01521,1
OUT_01522,1
OUT_01523,1
OUT_01524,1
OUT_01525,1
OUT_01526,1
OUT_01527,0
OUT_01528,0
OUT_01529,1
OUT_01530,1
OUT_01531,1
OUT_01532,0
OUT_01533,1
OUT_01534,1
OUT_01535,1
OUT_01536,1
OUT_01537,1
OUT_01538,1
OUT_01539,1
OUT_01540,0
OUT_01541,1
OUT_01542,1
OUT_01543,1
OUT_01544,1
OUT_01545,1
OUT_01546,1
OUT_01547,1
OUT_01548,1
OUT_01549,1
OUT_01550,1
OUT_01551,1
OUT_01552,1
