Outlet_ID,return_record_count,return_liters_abs,return_value_abs,return_month_count,return_sku_count
OUT_00258,1,12.974679683637182,4790.667823485628,1,1
OUT_00259,2,47.82562138189884,46659.33195819691,2,2
OUT_00260,1,32.68364628831711,14380.846807896807,1,1
OUT_00261,2,432.879043662315,60832.25912287324,2,2
OUT_00265,1,99.16261555311692,8924.613562956234,1,1
OUT_00267,2,82.15055958004473,48232.51193865219,2,2
OUT_00269,2,140.156355621225,37180.89746615323,1,2
OUT_00272,1,27.237730724236982,8852.275104278822,1,1
OUT_00275,1,29.825521178591448,13123.221159475432,1,1
OUT_00276,1,14.029197460226694,5180.047016254303,1,1
OUT_00277,1,36.48474516510172,12769.632960832856,1,1
OUT_00278,2,46.19429935496448,14333.55915696494,2,2
OUT_00279,1,17.49144136488477,5684.716892720918,1,1
OUT_00281,1,33.064790864084145,9919.412357763951,1,1
OUT_00282,1,38.99029312992712,12671.87065842768,1,1
OUT_00287,1,21.933809427370417,7676.870068069667,1,1
OUT_00290,2,39.999006938764694,13354.256083056818,2,2
OUT_00297,1,28.188481819283,9161.302635971368,1,1
OUT_00298,1,294.65425155733186,24750.92620618835,1,1
OUT_00301,2,97.13502079233895,25600.76514646467,2,2
OUT_00305,1,33.06687286800033,14549.412288692043,1,1
OUT_00308,2,251.24187246828805,63647.89096693016,2,1
OUT_00310,1,20.954488109191985,6810.217984595909,1,1
OUT_00320,2,170.7426579523443,47223.08242022316,2,2
OUT_00324,2,28.55275180255775,62816.056756821104,2,1
OUT_00326,1,16.02491320201196,7050.954324082531,1,1
OUT_00327,1,8.64191386720745,19012.207204399358,1,1
OUT_00328,1,51.771134527674526,33651.25932010894,1,1
OUT_00329,1,18.467656513272377,8125.72795798454,1,1
OUT_00332,2,75.71464536310252,65531.36649006807,2,2
OUT_00333,1,75.3041041926167,19076.99920371341,1,1
OUT_00334,1,81.15411037046384,52750.18085246023,1,1
OUT_00348,1,9.18162966443664,20199.61498535001,1,1
OUT_00349,2,54.65243832874633,16932.454497684717,2,2
OUT_00352,1,61.00944717921863,15455.771731265562,1,1
OUT_00354,2,44.929046680208074,15563.401088535844,2,2
OUT_00356,1,36.45773083578656,12760.23961540272,1,1
OUT_00360,1,25.82658614168682,7747.987491185804,1,1
OUT_00361,1,27.44436352162147,9605.520482358155,1,1
OUT_00363,1,41.35652282828555,18196.86540769824,1,1
OUT_00364,1,58.65967619373682,38128.79926291011,1,1
OUT_00370,1,15.298354160690495,33656.377705137354,1,1
OUT_00372,1,21.337506160538265,7468.1217204657905,1,1
OUT_00376,1,10.788701676294874,3983.546353064347,1,1
OUT_00377,1,91.2581642962751,23118.737092106567,1,1
OUT_00378,1,31.69043671720196,9507.103567367489,1,1
OUT_00379,1,94.23348915525489,8481.061247797023,1,1
OUT_00391,1,38.77120543622577,3489.36958441255,1,1
OUT_00393,1,38.677092364603766,3480.9261044690056,1,1
OUT_00396,2,51.1197040773569,17489.4942858217,2,2
OUT_00399,1,83.19000307848863,21074.778956953305,1,1
OUT_00402,1,13.776152872038104,30307.545795395446,1,1
OUT_00413,1,14.962792483852525,32918.12689763924,1,1
OUT_00418,1,21.31428447932396,13854.243448212475,1,1
OUT_00428,3,652.3792762223379,165197.2507903413,3,3
OUT_00432,2,664.4765324538045,71178.72697851135,2,2
OUT_00434,3,857.6149837197372,134906.0215135672,3,3
OUT_00435,1,14.059632875824713,4569.347688997981,1,1
OUT_00438,1,4.9358519379066905,1822.4367077097831,1,1
OUT_00445,1,45.47015670134067,11519.094058035416,1,1
OUT_00449,1,167.74003758826063,42494.1654466416,1,1
OUT_00453,1,5.965330714719006,2202.5479998953683,1,1
OUT_00459,1,12.691612029386032,3807.5121393041286,1,1
OUT_00468,1,13.804888194118655,30370.75483982462,1,1
OUT_00483,1,13.29635529854664,1196.7017955651309,1,1
OUT_00484,1,3.409182078750105,1022.7076450003276,1,1
OUT_00489,1,5.876313359639696,12927.86059469592,1,1
OUT_00503,2,103.69638475999837,29780.524347972296,2,2
OUT_00506,2,84.08866671037038,34165.06834415405,2,2
OUT_00507,1,51.3456610465706,16687.349990125444,1,1
OUT_00510,1,26.673966478511687,17338.049211191974,1,1
OUT_00524,1,53.33818491697761,4480.364915570606,1,1
OUT_00528,1,17.86372616500139,7860.019039590663,1,1
OUT_00534,1,18.36223224995746,6779.935608521039,1,1
OUT_00536,1,81.9838568735432,6886.64463083429,1,1
OUT_00539,1,30.731703416715437,9219.51577307306,1,1
OUT_00541,1,25.103303946303186,16317.150463161666,1,1
OUT_00552,1,5.729919713001742,1862.2531924817208,1,1
OUT_00556,2,43.30179361417038,20326.917867352437,2,2
OUT_00560,1,9.945293613778867,3232.2242643996387,1,1
OUT_00561,1,12.729804436736629,1145.67885044985,1,1
OUT_00576,1,11.387732115154655,5010.6062575544165,1,1
OUT_00577,2,111.7248264844037,72621.11328518203,2,1
OUT_00582,1,116.52412821107846,9788.040378348498,1,1
OUT_00584,1,10.791840145708608,7014.668262510696,1,1
OUT_00585,1,9.351786208224745,20573.932304161972,1,1
OUT_00591,1,402.874235565847,33841.46163196923,1,1
OUT_00595,2,17.506582553406982,7023.783179554371,2,2
OUT_00599,1,4.375795683803704,1422.0993791119267,1,1
OUT_00600,1,20.46137186225955,6649.991804426724,1,1
OUT_00603,1,59.92776878650914,5393.530365724168,1,1
OUT_00604,1,18.573042504904866,5571.876779800076,1,1
OUT_00605,2,13.252844218387077,4329.035680580129,2,2
OUT_00609,1,23.79082597279749,2141.1399882611627,1,1
OUT_00614,2,47.3480290158527,16306.418722646344,2,2
OUT_00619,1,171.47314998205343,111457.54137467626,1,1
OUT_00626,1,12.667275933573542,27868.04250734832,1,1
OUT_00627,1,122.73025960480376,10309.341701922807,1,1
OUT_00630,1,4.55035454627057,1478.9117186338733,1,1
OUT_00636,1,56.04037201388651,14196.902001010609,1,1
OUT_00642,1,12.224670933185994,5378.8582593620895,1,1
OUT_00644,3,73.16071683933976,23578.978895304106,3,3
OUT_00647,1,6.1578023471989445,2709.417035098128,1,1
OUT_00650,1,47.48036183499357,12028.365293875053,1,1
OUT_00669,1,55.01476733713537,4621.269566296212,1,1
OUT_00672,1,4.294494629930926,1585.626529745588,1,1
OUT_00673,1,128.63046460495326,10804.96499374495,1,1
OUT_00674,1,68.10737529197407,44269.830497547584,1,1
OUT_00676,1,11.218727559536276,7292.183932799767,1,1
OUT_00683,1,7.9181338198986975,2375.4332562782606,1,1
OUT_00684,1,24.851371715394407,54673.06292529958,1,1
OUT_00691,1,66.6870149701819,20006.124387694985,1,1
OUT_00708,2,105.75622903752046,11644.85177266128,2,2
OUT_00717,1,8.84361453924425,19455.966638093043,1,1
OUT_00720,1,19.31541350925211,7131.805072531567,1,1
OUT_00725,1,4.19959384077262,1550.5806362118312,1,1
OUT_00726,1,17.899430705311033,7875.734310210708,1,1
OUT_00734,1,329.27321756418763,27658.95340273978,1,1
OUT_00736,1,28.03635138049085,8410.933296189514,1,1
OUT_00737,2,71.60714062266081,45967.40388878491,2,2
OUT_00738,1,5.778022002521685,2133.4149865556838,1,1
OUT_00749,1,12.141497923089464,5342.267134375932,1,1
OUT_00768,1,32.20448365162173,2705.211346778353,1,1
OUT_00769,1,19.30492063770083,12548.170125361556,1,1
OUT_00773,1,13.787361855239675,30332.172552222364,1,1
OUT_00775,1,6.655014751382471,14641.007657627706,1,1
OUT_00782,1,6.399686674103231,2079.9287163679232,1,1
OUT_00792,1,60.36457932414128,5432.769387293066,1,1
OUT_00795,1,26.77605687523992,11781.514596268582,1,1
OUT_00799,1,21.432594873224403,9430.374812471217,1,1
OUT_00808,1,26.238607430172628,2361.5176391576906,1,1
OUT_00813,1,18.250950499371665,4623.525004017525,1,1
OUT_00815,1,49.07506257640792,15949.38956660408,1,1
OUT_00822,1,6.13773495111946,2266.219721062124,1,1
OUT_00825,1,24.24683269894364,15760.46753287086,1,1
OUT_00828,2,40.46444275572923,21191.255863142425,2,2
OUT_00831,1,25.64195596506135,6495.919825466955,1,1
OUT_00836,1,9.05999441940308,2718.027320063245,1,1
OUT_00840,2,317.4228418498892,65388.71892261438,2,2
OUT_00843,1,21.94580792498803,5559.624303556488,1,1
OUT_00856,2,235.75102376495954,64357.82793207548,2,2
OUT_00857,1,35.45395691207002,10636.21677542126,1,1
OUT_00859,1,3.2051477897976524,1183.4680323869704,1,1
OUT_00866,1,25.68406088696653,2311.539440232771,1,1
OUT_00871,2,46.79755464661392,45636.735690723865,2,2
OUT_00872,1,3.849406826129033,1421.3582015801414,1,1
OUT_00874,1,9.320580351981404,3262.205505590535,1,1
OUT_00878,1,9.164306976171572,3207.477991411795,1,1
OUT_00881,1,84.48469920808766,54915.02197035174,1,1
OUT_00886,1,173.24090473953265,112606.62124541184,1,1
OUT_00889,1,7.477811845268698,16451.21497107284,1,1
OUT_00896,1,9.735967559166248,4283.86897882191,1,1
OUT_00903,1,62.15501829779031,40400.72440962266,1,1
OUT_00912,1,23.652307911206066,7687.014233249617,1,1
OUT_00919,2,43.3502541095432,4946.214835410206,2,2
OUT_00922,1,13.35667803656392,8681.876329821682,1,1
OUT_00924,1,184.7557518872259,15519.476547285964,1,1
OUT_00932,1,1.9453802326863143,4279.862253076308,1,1
OUT_00934,2,207.25401061783757,47382.33053848981,2,2
OUT_00937,4,160.47660867968187,31981.910903516895,3,3
OUT_00941,1,10.37299825945578,3630.5633172045,1,1
OUT_00942,1,11.6660721236966,3499.7918787883973,1,1
OUT_00951,1,17.04575675034432,7500.154384859487,1,1
OUT_00982,1,7.740846546715416,5031.566322309808,1,1
OUT_00990,2,346.1316556267838,34584.601800911354,2,2
OUT_00994,2,324.60031487548946,27767.302711318425,2,2
OUT_00996,1,52.123514237764375,15637.060441111593,1,1
OUT_01001,1,5.748222385720386,1724.4421938023036,1,1
OUT_01007,1,20.939233559105364,5304.6310043052445,1,1
OUT_01011,1,12.181282157290848,3654.337876020032,1,1
OUT_01016,1,10.697661736546657,3209.333031252067,1,1
OUT_01018,1,40.83532000520047,3675.172359232196,1,1
OUT_01026,1,15.830576353107428,5540.712674569694,1,1
OUT_01036,1,19.30993153223555,7129.833724903541,1,1
OUT_01037,1,34.36764972547948,8706.507635734288,1,1
OUT_01041,1,3.71615582453054,8175.569923448834,1,1
OUT_01061,1,40.63379875846766,15003.238105200448,1,1
OUT_01079,1,20.30764288823029,7107.701636407816,1,1
OUT_01082,1,16.658972654921154,1499.3547096431985,1,1
OUT_01090,1,26.75647132045722,9364.79168944027,1,1
OUT_01097,1,127.68108365363663,10725.224874237314,1,1
OUT_01100,1,573.4718729259943,48171.66990915855,1,1
OUT_01105,1,80.24154384187604,20327.810909886,1,1
OUT_01107,1,31.520839619572627,11032.309355325962,1,1
OUT_01108,1,87.50674261477124,56879.374498089805,1,1
OUT_01109,1,24.0418163970101,15627.20505759409,1,1
OUT_01123,2,29.158883522370637,10467.964817449189,2,2
OUT_01146,1,127.29439622520702,82741.38018611938,1,1
OUT_01157,1,14.072580798244308,6191.978156639072,1,1
OUT_01163,1,4.182926365430272,1463.9920178412187,1,1
OUT_01166,1,150.60055389441777,12650.469844364978,1,1
OUT_01177,1,5.128047016449868,1666.6075185777606,1,1
OUT_01178,1,17.306221254222685,6389.956019886331,1,1
OUT_01179,1,12.258895659576918,3677.623169265811,1,1
OUT_01186,1,6.499327711677777,1949.814880179996,1,1
OUT_01192,1,5.153778521953496,1546.091825633946,1,1
OUT_01197,1,60.32862577362864,5429.611746040306,1,1
OUT_01207,1,38.536785208562414,14228.928655350755,1,1
OUT_01209,1,7.049998537657597,2467.493464000105,1,1
OUT_01224,1,36.385085950258286,23650.2638958662,1,1
OUT_01233,1,10.211198688400115,3318.600802423242,1,1
OUT_01236,1,16.477587391479997,5355.17362214679,1,1
OUT_01239,3,72.86242850352879,62246.96860663053,3,3
OUT_01241,1,63.55784473189973,23467.49665158461,1,1
OUT_01243,1,17.683085258318293,4479.738865634725,1,1
OUT_01246,1,27.25447690822061,8857.751695263654,1,1
OUT_01258,1,9.738951830600342,3408.68252785404,1,1
OUT_01259,1,4.730553788943925,1537.4298462337065,1,1
OUT_01262,1,57.8550310336424,37605.810141263166,1,1
OUT_01265,2,69.71225019548143,30402.049247645402,2,2
OUT_01270,1,21.46996001968856,47233.87027071988,1,1
OUT_01272,1,4.83518735359615,1785.332538687944,1,1
OUT_01287,1,51.08085509460496,4597.284173882019,1,1
OUT_01288,2,345.5661279787214,35296.170135378496,1,2
OUT_01289,1,6.047188926569975,2116.4961921541862,1,1
OUT_01292,1,284.9031330408339,23931.849352994388,1,1
OUT_01295,1,12.542277103339767,5518.643877262771,1,1
OUT_01298,1,15.837596281894353,10294.456918198512,1,1
OUT_01299,1,45.672279237279774,14843.459403405754,1,1
OUT_01308,1,6.211798361360065,2733.178612989871,1,1
OUT_01312,1,6.222409847215367,2022.27359062067,1,1
OUT_01316,1,206.7493911943017,52376.55764194306,1,1
OUT_01318,1,2.661146446589404,931.3588014976438,1,1
OUT_01325,1,24.712033151420016,16062.825005623525,1,1
OUT_01326,1,5.174651813317486,2276.86949497274,1,1
OUT_01329,1,5.544184038214167,1801.8336875880884,1,1
OUT_01331,1,30.83951746017473,13569.430289234013,1,1
OUT_01338,1,27.40536765013074,8221.567875618572,1,1
OUT_01346,1,11.891944577068957,3567.5708659000043,1,1
OUT_01347,1,124.8686998796176,10488.9369767814,1,1
OUT_01349,1,19.9576524332508,12972.473120163462,1,1
OUT_01353,1,7.319280181146786,658.7179252799481,1,1
OUT_01358,1,114.79690723142,9642.909514918478,1,1
OUT_01362,1,97.87609011528214,8808.835644903662,1,1
OUT_01364,1,11.194744205322156,3638.2933650511295,1,1
OUT_01366,1,25.72486844080461,16721.14703582065,1,1
OUT_01369,1,267.2484615141771,22448.89800249406,1,1
OUT_01376,1,45.01612411454443,99035.45889012054,1,1
OUT_01395,1,27.571765919013902,17921.688461837188,1,1
OUT_01400,1,89.24051355732361,22607.63986055174,1,1
OUT_01404,1,5.260876953012516,2314.775188374256,1,1
OUT_01409,1,63.25800130396564,16025.372617658137,1,1
OUT_01412,2,13.89443625897832,13596.966867574165,2,2
OUT_01417,1,11.056584970592024,3593.3409429684257,1,1
OUT_01418,1,12.860144980931848,3858.0805401608736,1,1
OUT_01419,1,103.60985447965678,8703.17899030042,1,1
OUT_01445,2,22.833491199727167,8880.930457177266,2,2
OUT_01450,1,18.199126352441183,4610.40037838621,1,1
OUT_01471,1,26.35579420670106,57982.78989024788,1,1
OUT_01476,1,12.85971624438888,5658.239008262939,1,1
OUT_01478,1,4.042715813470417,1492.6844413236097,1,1
OUT_01479,1,15.738420751409937,3987.0748152502974,1,1
OUT_01500,2,59.43414485303428,19094.063628996533,2,2
OUT_01505,1,42.28004576349032,12684.02101612516,1,1
OUT_01506,2,63.87765373697866,22912.940412493554,1,2
OUT_01509,1,13.88094451858463,9022.610142106696,1,1
OUT_01510,1,32.03249705728424,8114.850262761284,1,1
OUT_01511,1,59.68417662466006,5013.49160166338,1,1
OUT_01514,2,167.51298677370622,25036.711306108882,1,2
OUT_01516,1,6.649805883341651,2925.948271197391,1,1
OUT_01520,1,34.41073450164412,15140.753560972364,1,1
OUT_01538,2,25.99538050341799,3939.351672452575,1,2
OUT_01539,1,57.60338379308124,4838.649377193475,1,1
OUT_01543,1,5.270758423350856,2319.091710665728,1,1
OUT_01546,1,5.391237711821194,1752.124193635978,1,1
OUT_01549,1,11.759910423189469,4115.990938135205,1,1
OUT_01552,1,5.678148586782891,12491.921125433322,1,1
OUT_01554,1,102.47224892732088,45087.74677265425,1,1
OUT_01559,1,23.72671204284706,8304.395261842037,1,1
OUT_01560,1,58.87547540657926,38269.08519096629,1,1
OUT_01570,1,29.64210458379525,13042.540888920445,1,1
OUT_01577,1,8.038904367504191,2968.215772588771,1,1
OUT_01580,1,3.3204779492665213,1226.0268266134674,1,1
OUT_01586,1,11.348102512561624,1021.3289590160352,1,1
OUT_01589,1,12.193762248513424,3962.988550990896,1,1
OUT_01595,1,45.46286327483251,15912.043143315484,1,1
OUT_01596,1,8.479482516992018,3730.9248559500415,1,1
OUT_01604,1,11.716037937802191,2968.0206869597355,1,1
OUT_01605,1,15.03172033750793,4885.322029664846,1,1
OUT_01608,1,7.088726130060531,2481.094036810536,1,1
OUT_01610,2,15.086618862567189,5435.55275395909,2,2
OUT_01619,2,20.32944386510215,7115.248785558611,2,1
OUT_01624,1,174.7790421844671,44277.3742153202,1,1
OUT_01628,1,101.18833686818732,8499.792259273356,1,1
OUT_01636,1,18.95340067096386,8339.505254326144,1,1
OUT_01639,1,202.28895683770645,16992.241351371616,1,1
OUT_01640,3,319.40109110169595,70146.29231214932,3,3
OUT_01648,1,10.867230364063898,3260.1267472816958,1,1
OUT_01649,1,6.404327639658876,1921.3438860956956,1,1
OUT_01650,1,58.88144059032483,19136.456894257928,1,1
OUT_01654,2,82.48643020702572,49303.511325582884,2,2
OUT_01656,1,460.8722492244988,38713.26497923562,1,1
OUT_01667,1,120.78881794181387,10146.248289469351,1,1
OUT_01679,1,14.887001415845482,32751.37235042535,1,1
OUT_01691,2,312.3432619804046,93463.54820628295,2,2
OUT_01692,1,12.4977245620415,4061.775937407995,1,1
OUT_01695,1,6.11816670124431,13459.9883313374,1,1
OUT_01698,1,2.5182891114180803,929.811093689898,1,1
OUT_01703,2,16.675962381086233,4634.455343629948,2,2
OUT_01704,1,38.17951583618894,9672.142663315297,1,1
OUT_01705,1,319.3453969714012,26825.017066590182,1,1
OUT_01717,1,12.369214661350906,1113.222099316596,1,1
OUT_01723,1,8.751792924011985,2844.360961880677,1,1
OUT_01734,1,50.67387066810456,12837.384896583995,1,1
OUT_01735,1,25.358311928805776,11157.619418257678,1,1
OUT_01736,2,113.76648426210187,42970.07728601909,2,2
OUT_01738,1,13.975282091381516,1257.7399983890275,1,1
OUT_01739,1,16.157672537436692,1454.1620333790447,1,1
OUT_01747,1,5.257575799360717,1708.7580729329118,1,1
OUT_01749,1,38.66927960440879,17014.486711775662,1,1
OUT_01751,1,4.601460507540143,10123.230649511475,1,1
OUT_01757,1,305.4902637824327,25661.137513845908,1,1
OUT_01760,2,147.46485309445922,84040.08623608835,2,2
OUT_01761,1,4.407168421474882,1627.2240075821796,1,1
OUT_01766,1,185.0007342227159,15540.017487721036,1,1
OUT_01767,1,19.43460012223262,7175.813609881555,1,1
OUT_01768,1,17.15781183855595,5147.34326032813,1,1
OUT_01771,1,17.175193990593584,4351.009806351006,1,1
OUT_01785,3,195.24724108283942,40729.15560841896,3,3
OUT_01786,1,2.3985152802164977,5276.746630093464,1,1
OUT_01796,1,26.942098616081932,6825.286060607239,1,1
OUT_01802,1,17.34157846860818,7630.295792014065,1,1
OUT_01804,1,23.69235837058665,2132.357132136141,1,1
OUT_01809,1,25.70789719765676,2313.727053530172,1,1
OUT_01813,1,24.845492068175183,16149.55577931057,1,1
OUT_01816,1,2.6168134301446364,966.213368121755,1,1
OUT_01822,1,8.371466171390917,753.4678686624354,1,1
OUT_01823,1,55.22050188271172,4638.520789371021,1,1
OUT_01824,1,6.01730123834696,1805.1617533764304,1,1
OUT_01826,1,67.46365154979675,6071.750552877359,1,1
OUT_01827,1,16.08932078158879,35396.54337692329,1,1
OUT_01834,1,286.8698791645327,24097.02502601649,1,1
OUT_01835,1,39.53403055411301,11860.177181488303,1,1
OUT_01837,1,5.5117434445880775,1791.35791565457,1,1
OUT_01838,1,19.39185007945594,8532.44971519165,1,1
OUT_01839,1,6.91628310266991,2420.6957466440986,1,1
OUT_01841,1,38.4882364583414,14211.01364357449,1,1
OUT_01848,1,19.62226668711178,1765.9825119229731,1,1
OUT_01851,2,303.87775259323854,32245.57655611115,2,2
OUT_01854,1,32.47868710184618,9743.600768461103,1,1
OUT_01855,1,5.583288864430816,502.4600507314064,1,1
OUT_01859,1,3.0418031574510134,6691.925857269684,1,1
OUT_01861,1,8.871404921238092,2661.467951730846,1,1
OUT_01865,1,74.30811039010425,6241.87993206276,1,1
OUT_01869,1,80.35225744465511,28123.30409865784,1,1
OUT_01875,1,34.079598445609534,22151.78062275905,1,1
OUT_01898,1,7.471778431360461,3287.6254194609837,1,1
OUT_01905,1,5.984731599284992,2633.245999073923,1,1
OUT_01912,1,47.21704954502715,3966.247342749676,1,1
OUT_01913,1,16.542655395024152,10752.747283833614,1,1
OUT_01919,1,19.552642357807255,4953.354834724615,1,1
OUT_01927,1,5.60827568930946,12338.17047854212,1,1
OUT_01932,1,11.825661570057305,3547.6740076371902,1,1
OUT_01937,2,186.6447642322739,28891.445516160413,2,2
OUT_01941,1,33.10298260171647,21516.92568416893,1,1
OUT_01944,1,32.754745862542485,12094.088006448,1,1
OUT_01945,1,5.198965909886026,1559.674654446687,1,1
OUT_01951,2,75.07957953180104,13149.58617082502,2,2
OUT_01953,1,21.35462519484179,6940.240692495282,1,1
OUT_01970,1,578.806513443436,48619.69986502529,1,1
OUT_01987,1,3.2554302673795217,7161.899542905808,1,1
OUT_01991,1,25.440359816032757,8268.120710081947,1,1
OUT_01992,1,9.892366886082003,3652.5355484449697,1,1
OUT_01999,1,44.02753648399715,19372.154178175224,1,1
OUT_02013,1,17.953607657664996,4548.236098583804,1,1
OUT_02016,2,362.8553006621437,50335.61700930317,2,2
OUT_02020,2,24.16283520632874,6500.028232073223,2,2
OUT_02025,2,689.4846368745752,77409.54163004275,2,2
OUT_02032,2,147.8316328475032,27745.57096633857,2,2
OUT_02037,1,7.425747811285363,668.278740211131,1,1
OUT_02040,1,12.245721864385343,3979.856342315104,1,1
OUT_02044,2,55.48199294487081,10101.309826834555,2,2
OUT_02045,1,3.5336185509662714,7773.958391551404,1,1
OUT_02049,1,18.051076132693307,4572.931111445174,1,1
OUT_02056,3,120.81849218010677,48055.59740124558,2,3
OUT_02063,1,7.187428347103488,2335.9426789654667,1,1
OUT_02072,1,72.07653560126438,46849.70286077215,1,1
OUT_02074,1,6.364540006883939,2800.3515705177924,1,1
OUT_02082,1,6.539600897096148,2125.3720168673917,1,1
OUT_02085,1,22.43090533134141,7850.79579485134,1,1
OUT_02121,1,34.715371619057024,3124.3719895008835,1,1
OUT_02122,1,54.06704835738438,4541.612749493293,1,1
OUT_02123,1,35.54182726186958,9003.952915594815,1,1
OUT_02130,1,4.100587354511243,1332.6944290058914,1,1
OUT_02133,2,35.666015115569564,39035.922824169626,2,2
OUT_02135,1,10.9830002144485,3844.062800982363,1,1
OUT_02138,1,27.890370359663955,12271.719790500496,1,1
OUT_02141,1,11.263373980949604,4955.896827049825,1,1
OUT_02146,3,416.64774576730235,50412.067308980506,3,3
OUT_02151,1,5.81911923738925,12802.055982445774,1,1
OUT_02152,1,31.743955594752087,69836.65741203832,1,1
OUT_02162,1,13.3527162610638,4005.8251509339534,1,1
OUT_02171,1,2.8791531991498704,935.7403429088264,1,1
OUT_02176,1,51.86589944526968,18153.102652031623,1,1
